label,campaign_id,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
0,camp_reels,0.0,0.0,3.0,0.0,1.0,5.0,0.0,5.0,1.0,3.0,5.0,0.0,1.0,,501,61659,94109,159,19,10729,466,1,64220,5528,6017,,,3320,86942,4,,2054,0,10875,1,4,78753,54,68726
0,camp_reels,6.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,7.0,4.0,,1.0,1200,412,16628,3869,216,7,6676,580,2,10613,4657,20341,777,6,4105,53216,3,312,1153,0,22781,11,6,79431,32,67655
0,camp_reels,,4.0,3.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,0.0,4.0,1.0,360,88,78776,31873,125,7,10793,279,,63776,5373,51189,2561,26,,80886,9,1236,67,,5337,9,0,42915,72,82371
0,camp_reels,7.0,0.0,3.0,0.0,1.0,,3.0,2.0,4.0,0.0,0.0,0.0,1.0,177,240,53050,77694,11,0,11951,623,,48254,1548,14774,707,25,3933,56449,2,2416,523,3,64451,,11,89612,58,46162
0,camp_reels,0.0,0.0,4.0,,6.0,17.0,0.0,2.0,0.0,4.0,0.0,8.0,0.0,120,508,14880,51510,252,11,6338,591,0,32071,5514,96922,123,2,5120,8129,6,2296,1055,1,25153,5,8,59674,,83345
0,camp_reels,2.0,,9.0,8.0,,3.0,,9.0,3.0,3.0,,3.0,4.0,1401,315,94866,25905,296,,12189,318,2,33269,5155,22210,1543,,7565,55037,1,2918,1479,0,17646,0,12,22762,23,54029
0,camp_reels,4.0,3.0,0.0,0.0,,3.0,0.0,5.0,,0.0,3.0,0.0,0.0,730,192,74940,,199,2,11888,327,2,68022,4915,94045,1516,21,4387,72870,9,2867,347,3,29663,1,8,56877,28,11588
0,camp_reels,11.0,1.0,1.0,1.0,,2.0,,7.0,,1.0,2.0,0.0,2.0,1207,514,76946,94598,228,17,988,292,2,36141,5240,89976,663,4,11114,69695,4,4044,30,2,34728,11,13,17379,22,
0,camp_reels,2.0,4.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,4.0,3.0,1.0,94,,40992,44881,255,23,,290,,32813,,86402,2265,18,2579,95105,5,5255,884,0,54252,4,5,80792,103,29850
0,camp_reels,5.0,2.0,3.0,4.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,672,28,28286,,134,14,11254,565,2,,5489,11023,944,24,,64879,0,4907,1873,3,91453,11,13,88727,78,33900
0,camp_reels,1.0,,2.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,,6.0,,177,46996,43687,17,15,,,0,21444,4579,1575,1252,5,4252,89401,3,2939,81,1,5841,10,11,,75,15627
0,camp_reels,2.0,0.0,2.0,2.0,7.0,0.0,3.0,2.0,5.0,0.0,0.0,10.0,1.0,1090,549,96278,61399,231,8,10568,327,0,,5518,38307,474,15,,25491,2,5306,1096,1,26264,1,14,8127,88,42855
0,camp_reels,2.0,2.0,0.0,2.0,0.0,,0.0,,,2.0,8.0,0.0,0.0,494,281,65799,,267,9,1520,232,0,22670,2470,12082,,1,4587,39355,2,,551,3,80352,3,5,21812,78,58208
0,camp_reels,0.0,,1.0,4.0,4.0,8.0,2.0,3.0,4.0,8.0,1.0,6.0,,188,488,58352,67126,,0,8120,87,1,7360,1328,35749,814,25,,72626,9,3007,1397,0,67080,14,12,61466,42,66559
0,camp_reels,2.0,4.0,,2.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,5.0,3.0,55,212,13795,26324,239,15,4755,609,0,27192,3098,8108,904,,1303,,3,1064,914,,15961,11,9,86167,7,61116
0,camp_reels,7.0,0.0,2.0,0.0,2.0,5.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,1199,70,35955,75445,79,17,2514,73,,59725,4993,30530,2870,8,6264,31241,1,3662,996,2,64917,15,13,91219,3,41133
0,camp_reels,2.0,1.0,0.0,7.0,1.0,0.0,6.0,3.0,1.0,0.0,,1.0,4.0,322,188,61831,16130,96,4,11500,131,,79507,1787,,,0,590,6763,5,3111,618,1,28155,1,2,67860,52,29455
0,camp_reels,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,930,197,4953,96335,281,6,7750,499,1,41796,1542,,2798,23,3896,62873,9,1438,1503,2,80448,10,5,68018,89,43626
0,camp_reels,2.0,0.0,0.0,0.0,1.0,0.0,8.0,6.0,,4.0,0.0,2.0,4.0,931,515,36406,26804,120,5,8569,325,2,73670,4249,83165,298,20,9699,52674,,1626,,3,,7,10,,16,57367
0,camp_reels,0.0,5.0,1.0,1.0,6.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,194,448,65502,52308,278,13,12085,31,1,49594,4089,83938,2589,18,13997,33583,6,2490,897,,76966,13,2,83177,97,
0,camp_reels,0.0,0.0,3.0,4.0,,1.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,121,371,30213,11940,7,5,8217,70,1,18493,2500,3998,2372,20,,27735,,4793,1103,1,61296,12,,43669,23,9396
0,camp_reels,6.0,0.0,7.0,1.0,6.0,8.0,4.0,1.0,7.0,1.0,0.0,0.0,,376,409,69458,5811,99,,11801,358,2,83077,2742,55968,,26,11622,49801,8,5250,,1,31805,3,11,82154,97,45602
1,camp_reels,8.0,13.0,0.0,10.0,0.0,2.0,2.0,,,1.0,0.0,,5.0,1120,,92622,47479,42,6,4190,180,2,,4699,86025,1704,13,11696,93342,5,1489,466,1,92186,,13,66779,78,84456
0,camp_reels,1.0,0.0,1.0,0.0,0.0,3.0,7.0,1.0,6.0,,,,1.0,786,16,80038,30450,256,11,9187,22,2,29953,1241,40995,1779,6,11904,14230,7,2326,1575,2,51211,10,5,63677,23,27761
1,camp_reels,8.0,2.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,476,113,,61655,41,13,7547,355,1,47967,1971,52168,1249,11,4537,9235,1,4458,274,3,82431,12,6,53486,1,80346
1,camp_reels,,0.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,5.0,8.0,2.0,1071,490,30819,26266,76,9,8398,186,0,85243,5163,21930,1023,22,4624,87639,9,1783,1342,3,80568,0,4,67737,,53920
0,camp_reels,7.0,1.0,0.0,6.0,5.0,1.0,0.0,2.0,0.0,2.0,,,2.0,63,239,47296,58837,194,8,6330,337,0,72150,1393,59821,158,,4905,46049,9,4298,492,2,81159,,3,64519,5,96195
0,camp_reels,5.0,1.0,,2.0,,1.0,,,1.0,12.0,0.0,6.0,2.0,119,439,42170,10428,,10,1894,514,0,82154,334,28428,2686,11,13085,67352,4,3908,,1,98126,15,,64519,77,28454
0,camp_reels,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,957,,26215,45683,145,21,11333,365,,42090,5193,90439,350,14,6217,39098,3,5481,1106,1,94659,17,1,55799,62,50240
0,camp_reels,0.0,1.0,0.0,,,8.0,9.0,0.0,0.0,2.0,2.0,1.0,2.0,659,,72045,4828,77,6,3905,505,1,18518,3074,19687,2213,21,,72358,5,2430,940,0,27763,13,2,76464,,77206
0,camp_reels,6.0,0.0,2.0,1.0,1.0,0.0,6.0,,1.0,10.0,,0.0,6.0,657,,,74444,214,,990,566,2,34261,1679,10823,1451,14,,58587,,1422,759,2,68182,3,3,10070,16,68717
0,camp_reels,0.0,0.0,0.0,5.0,1.0,2.0,0.0,1.0,,3.0,5.0,0.0,,717,69,,,104,10,415,332,,88509,5589,709,857,19,5042,93917,4,2287,444,2,12959,2,1,58971,62,10634
0,camp_reels,3.0,,2.0,,1.0,3.0,6.0,,,0.0,2.0,4.0,4.0,968,564,76954,22324,52,,610,16,0,47603,2188,81737,2420,14,7479,92425,8,696,838,0,80379,13,10,55820,93,25854
0,camp_reels,8.0,2.0,1.0,3.0,2.0,1.0,8.0,,0.0,0.0,3.0,0.0,0.0,778,172,66430,19436,188,21,8424,520,1,72649,2736,16089,1707,9,13869,93064,3,3900,1277,3,31964,,3,50908,45,26219
0,camp_reels,1.0,2.0,,,0.0,1.0,10.0,,5.0,10.0,0.0,0.0,1.0,1098,154,69788,86020,,17,7204,325,2,,2327,52549,75,7,577,,,3913,913,,89587,8,5,15583,70,18122
0,camp_reels,,5.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,3.0,3.0,1.0,1010,419,48556,95365,14,15,8309,,1,6486,3323,21519,1328,13,,3295,8,5448,227,0,2745,2,12,95246,50,
0,camp_reels,3.0,1.0,5.0,9.0,0.0,0.0,1.0,3.0,4.0,0.0,18.0,0.0,3.0,,574,70721,77346,59,7,11441,369,1,62486,4886,76678,3040,5,4960,35584,4,4845,1988,0,,13,1,27684,96,54924
0,camp_reels,,1.0,4.0,2.0,,1.0,1.0,0.0,,,4.0,,,,145,55799,3803,88,23,11281,80,2,641,5622,21010,619,12,2484,65631,4,5402,1057,1,18042,3,0,20935,,13934
0,camp_reels,4.0,0.0,7.0,3.0,,0.0,4.0,0.0,,0.0,3.0,10.0,6.0,1276,0,,70815,174,0,9205,588,0,86746,1481,79073,154,3,3775,90503,2,406,602,1,49638,2,13,22984,71,9746
0,camp_reels,,,3.0,0.0,,0.0,,2.0,0.0,1.0,1.0,0.0,4.0,,563,,28987,182,11,817,433,1,47527,587,33096,2351,8,8672,39218,2,,567,0,61627,12,13,17980,33,976
1,camp_reels,0.0,1.0,3.0,,1.0,0.0,1.0,0.0,4.0,2.0,0.0,12.0,8.0,491,,55539,8993,,23,6789,118,0,,2298,8263,3127,24,684,29179,3,,921,3,60182,9,14,40002,90,51349
0,camp_reels,3.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,17,473,44835,75791,293,21,,,2,53774,1764,53754,1896,4,3300,30756,9,186,1407,0,45628,8,,,,60331
0,camp_reels,5.0,,6.0,,2.0,0.0,11.0,3.0,,0.0,,,3.0,3,142,87546,55655,290,23,1469,288,0,38320,3667,85892,885,5,3438,8313,4,1131,375,3,71262,13,3,63308,36,
0,camp_reels,0.0,6.0,0.0,1.0,0.0,5.0,15.0,,,0.0,1.0,,1.0,,,4975,53174,303,11,674,458,1,39423,2507,83052,391,22,,17998,1,650,671,0,14655,12,2,59872,75,28463
0,camp_reels,1.0,11.0,0.0,0.0,17.0,,4.0,0.0,0.0,1.0,0.0,0.0,5.0,442,204,11885,58735,39,,243,299,1,1108,1734,21017,2607,3,7682,,9,3112,1207,0,67976,8,0,33010,102,19332
0,camp_reels,4.0,6.0,,2.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,,2.0,986,549,68803,66482,145,22,5915,17,1,49198,768,66495,2744,,3552,18529,3,2217,1632,2,71665,17,6,65073,73,
0,camp_reels,3.0,3.0,2.0,,1.0,1.0,12.0,6.0,1.0,3.0,0.0,3.0,,907,535,95965,27974,10,19,11032,416,2,35501,5498,39817,,19,6457,14919,8,2397,145,1,67764,,0,,87,13538
0,camp_reels,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,3.0,,,1109,535,73633,17110,132,11,6411,425,0,30437,4363,10839,2516,2,8029,74486,1,4515,566,3,91698,12,12,23145,40,95056
0,camp_reels,0.0,0.0,,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,,2.0,1410,60,,57045,154,13,6449,9,1,39026,4906,39056,2766,4,1687,28104,8,471,2037,1,52726,,0,76057,5,35930
0,camp_reels,1.0,4.0,0.0,,0.0,3.0,1.0,,12.0,,5.0,3.0,,487,296,3402,7135,96,11,4147,218,0,87786,251,24211,2345,0,5309,,3,1481,804,,,9,5,24148,14,
0,camp_reels,3.0,0.0,,0.0,1.0,0.0,0.0,0.0,2.0,1.0,9.0,,2.0,1157,375,34113,56685,124,23,10846,443,2,37183,953,,2298,11,1982,89183,1,,872,1,52409,16,1,29576,,68773
0,camp_reels,0.0,0.0,9.0,5.0,3.0,7.0,0.0,1.0,1.0,0.0,,0.0,3.0,636,,85433,14262,88,2,4813,433,1,,3999,85543,805,21,7905,32731,8,,1505,2,33582,5,7,18507,43,48194
0,camp_reels,5.0,2.0,2.0,0.0,,4.0,0.0,3.0,6.0,2.0,4.0,5.0,2.0,374,291,30191,20836,109,18,,583,2,67613,1708,46685,2003,22,3092,41296,9,4949,,,13200,4,1,55366,103,50607
0,camp_reels,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1028,490,42407,78941,294,9,3905,95,2,68804,1466,18629,3113,,10366,60981,8,,1417,2,97822,7,7,54100,,91840
0,camp_reels,2.0,2.0,3.0,1.0,5.0,6.0,1.0,,2.0,0.0,3.0,3.0,,11,,98112,,220,1,10236,222,1,,80,9004,1205,,8566,19395,0,4021,2007,1,,13,6,,4,62650
0,camp_reels,0.0,0.0,,4.0,4.0,,0.0,4.0,0.0,5.0,9.0,3.0,2.0,362,361,47062,45531,251,23,7491,34,1,72273,3745,82434,3080,26,7994,34599,3,3921,1650,0,94879,10,5,,0,64205
0,camp_reels,10.0,2.0,,,2.0,,1.0,,4.0,0.0,1.0,1.0,1.0,648,367,78572,78491,174,6,9383,36,0,18442,3374,51887,796,25,9610,45663,4,1106,,0,23735,15,9,,38,8427
0,camp_reels,1.0,1.0,3.0,10.0,4.0,0.0,4.0,,0.0,0.0,2.0,,3.0,,172,31148,42736,62,6,9523,48,0,5895,2409,56310,1794,24,11634,68114,3,,118,3,12235,1,6,,102,16046
0,camp_reels,0.0,1.0,7.0,3.0,0.0,1.0,2.0,0.0,6.0,1.0,5.0,0.0,0.0,247,388,24276,60461,292,19,8843,207,2,34533,4717,4541,324,20,8523,41538,1,3030,385,3,3562,3,9,21916,21,67933
0,camp_reels,4.0,2.0,,2.0,2.0,,0.0,2.0,7.0,4.0,,6.0,4.0,699,254,37299,45534,227,6,11567,57,0,61541,5561,70434,1164,5,14752,5523,,3180,1117,1,66316,17,2,92079,,17416
0,camp_reels,3.0,0.0,0.0,,1.0,0.0,5.0,0.0,,0.0,,,1.0,719,284,27159,83286,170,19,9166,245,0,64969,4681,37633,1272,1,,83530,9,2781,1168,1,,,14,86303,96,15568
0,camp_reels,1.0,,1.0,2.0,2.0,1.0,,0.0,2.0,2.0,2.0,3.0,,1189,70,92102,44884,246,,7868,55,1,67533,3122,17603,1507,1,,78220,2,2440,289,1,1189,7,2,45572,71,15902
0,camp_reels,1.0,0.0,0.0,5.0,5.0,0.0,4.0,2.0,1.0,0.0,2.0,2.0,1.0,786,79,,,46,22,5193,499,,53311,5025,74519,,,1049,41663,3,3174,1563,2,62846,3,10,,46,30531
0,camp_reels,2.0,1.0,0.0,,14.0,12.0,5.0,0.0,0.0,2.0,2.0,13.0,1.0,361,9,95014,1959,124,19,5258,191,0,17867,2278,4825,1868,12,7485,29893,3,1973,542,1,24416,,9,49953,94,63994
0,camp_reels,,3.0,0.0,3.0,,2.0,16.0,0.0,,2.0,3.0,0.0,3.0,981,188,7093,,49,9,5842,601,0,34996,657,46729,,11,12326,53814,,,440,,7926,3,12,,12,97336
0,camp_reels,3.0,3.0,1.0,,,1.0,15.0,1.0,,2.0,1.0,,,,430,76831,23586,90,13,3726,,0,79534,1279,97487,2873,2,14314,,9,4562,853,0,5756,15,12,17406,,75280
0,camp_reels,6.0,1.0,0.0,2.0,6.0,1.0,,0.0,1.0,,0.0,0.0,0.0,575,318,,19445,226,6,4943,115,1,53182,670,67117,2228,24,,,9,4348,1355,0,40453,10,13,25234,46,10989
0,camp_reels,,0.0,4.0,2.0,,4.0,0.0,0.0,4.0,,5.0,8.0,2.0,92,220,,5770,258,2,11187,126,1,71112,2024,7352,138,14,9639,33805,4,821,1441,0,45880,16,1,54112,36,18948
0,camp_reels,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,1458,456,,48566,247,15,6883,465,1,42485,4473,47128,,4,,79357,8,1139,1842,1,83993,12,2,18503,92,91879
0,camp_reels,1.0,2.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1262,59,18880,6041,20,2,10550,517,,9866,5006,37629,3007,20,11939,27804,3,4168,1766,,83159,2,8,33479,,20007
0,camp_reels,1.0,1.0,0.0,0.0,2.0,0.0,,2.0,0.0,3.0,2.0,4.0,2.0,589,,53893,5528,,,613,518,0,59602,3404,76791,2449,,10548,83152,,3839,502,3,79164,4,1,37735,88,11470
0,camp_reels,1.0,5.0,1.0,,7.0,0.0,11.0,1.0,1.0,,,4.0,4.0,,1,30301,63796,22,7,,101,0,71752,5172,59203,657,16,11051,58868,,2151,906,1,,15,4,34230,3,
0,camp_reels,5.0,2.0,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,2.0,,2.0,953,429,73222,,21,16,10769,40,0,75073,2815,6069,1106,25,8325,21386,9,2070,1042,0,68428,,8,47462,58,37395
0,camp_reels,,4.0,,0.0,0.0,3.0,6.0,,18.0,6.0,2.0,3.0,,715,415,55857,57602,130,18,6096,,2,70856,5681,29196,1090,17,13436,50354,7,468,1049,0,66252,,4,46451,4,68955
0,camp_reels,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,6.0,,1.0,4.0,3.0,592,250,76660,76359,,15,3396,444,1,57521,1694,35620,2808,12,9684,63203,8,2217,701,,97023,10,2,59426,50,9601
0,camp_reels,0.0,,0.0,2.0,2.0,,1.0,,2.0,2.0,4.0,8.0,2.0,329,497,29659,46719,199,13,4594,388,2,86613,967,12943,2496,20,7385,,5,1693,1462,0,46893,17,8,,,66454
0,camp_reels,6.0,0.0,2.0,2.0,3.0,,12.0,1.0,4.0,5.0,3.0,7.0,,,368,80135,50051,189,14,1795,282,1,71351,3628,,2461,11,13181,33301,2,,113,1,51364,5,2,94796,31,15069
0,camp_reels,4.0,1.0,3.0,1.0,2.0,,,,,0.0,3.0,0.0,0.0,879,559,95582,,59,19,3329,257,1,42406,4388,7325,2553,,,36316,0,3547,1615,0,47477,3,1,79898,,66488
0,camp_reels,4.0,0.0,0.0,0.0,3.0,1.0,4.0,12.0,5.0,7.0,1.0,0.0,0.0,1327,477,8660,47645,230,10,12511,594,1,42313,3754,79333,,14,13758,44424,3,1523,528,1,,5,12,,66,95747
0,camp_reels,1.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,,0.0,5.0,4.0,0.0,957,124,72701,24840,262,0,1144,57,2,48973,682,,2849,20,10666,85998,6,4413,1122,1,94171,14,10,78226,44,46609
0,camp_reels,1.0,1.0,2.0,4.0,,0.0,0.0,1.0,3.0,5.0,1.0,4.0,1.0,725,479,94999,99265,257,1,2371,197,0,13102,3610,5291,103,25,40,64197,9,3378,1146,3,72188,12,8,23906,41,24569
0,camp_reels,1.0,5.0,2.0,3.0,3.0,10.0,,1.0,2.0,0.0,4.0,0.0,3.0,177,519,,53135,253,21,5276,351,1,29271,2415,29987,3160,4,12196,55678,,3052,,2,66667,1,11,4986,90,
0,camp_reels,11.0,,4.0,15.0,,1.0,,2.0,3.0,,1.0,2.0,1.0,1162,99,64856,41250,9,2,8618,63,2,,5256,5506,,9,8648,89131,3,2651,724,0,80201,16,3,23615,93,30579
0,camp_reels,,5.0,1.0,7.0,,5.0,0.0,3.0,,2.0,1.0,0.0,0.0,841,92,78421,40134,42,3,1624,,2,23382,3532,11115,1465,11,6064,51507,3,,,3,10235,5,4,49477,21,27349
0,camp_reels,4.0,5.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,,1.0,1.0,,594,318,39064,98153,23,11,8100,275,1,52775,1126,10307,2925,1,12842,10327,7,,572,2,49067,17,0,,,68366
0,camp_reels,0.0,1.0,,6.0,3.0,0.0,2.0,4.0,0.0,0.0,6.0,,11.0,377,296,26410,46928,206,18,,58,1,14110,2368,85489,1495,12,8625,58750,5,606,1394,0,55331,6,8,45039,,95454
0,camp_reels,2.0,0.0,,0.0,0.0,3.0,3.0,0.0,0.0,,1.0,0.0,3.0,,142,19106,26443,86,0,598,549,2,26096,5471,40241,2038,25,8005,51964,1,1410,,,39041,16,12,93958,84,86424
0,camp_reels,5.0,1.0,1.0,3.0,0.0,7.0,4.0,6.0,3.0,0.0,4.0,2.0,5.0,1417,578,33660,16211,202,0,9560,131,0,76882,5040,73754,2657,0,884,34278,6,2669,689,0,43967,8,0,7944,,12315
0,camp_reels,4.0,2.0,,1.0,,11.0,6.0,1.0,5.0,4.0,,0.0,3.0,1135,515,52334,73233,213,,,92,0,31732,3568,74466,962,7,7166,9915,4,3918,1400,1,63940,16,,19211,43,9003
0,camp_reels,2.0,0.0,0.0,,3.0,,1.0,1.0,0.0,0.0,1.0,2.0,6.0,1079,158,30141,25716,290,,10765,69,1,84657,2701,68025,2322,12,2134,18150,9,,2015,,86387,5,8,87414,14,67982
0,camp_reels,0.0,1.0,,3.0,11.0,,,0.0,4.0,,,2.0,,281,517,675,17233,158,,,496,2,71176,2485,25657,2821,25,10205,92074,8,,2036,0,84051,8,11,34951,83,89478
0,camp_reels,0.0,0.0,3.0,0.0,2.0,1.0,6.0,,2.0,,,0.0,3.0,1149,192,99481,12350,220,18,676,314,2,77276,5255,22815,2959,1,11594,82860,1,191,1321,,,17,,32678,,57833
0,camp_reels,0.0,3.0,1.0,,2.0,8.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,899,308,,,9,0,12288,274,0,57541,4857,67925,2645,12,7523,11273,9,692,,2,99100,8,6,53196,64,41440
0,camp_reels,2.0,1.0,7.0,0.0,0.0,0.0,2.0,1.0,3.0,9.0,0.0,3.0,3.0,,182,63559,,,15,3341,615,1,39447,4423,,3029,,3207,47556,7,164,1991,3,59694,17,9,49089,54,
0,camp_reels,1.0,6.0,0.0,0.0,,,0.0,0.0,5.0,0.0,3.0,0.0,1.0,965,465,6468,28537,38,5,11035,415,1,9439,2092,69419,1011,12,1745,27706,2,52,201,3,,8,12,87508,68,34383
0,camp_reels,1.0,1.0,,0.0,5.0,1.0,3.0,4.0,,4.0,1.0,0.0,0.0,884,,28511,86377,228,3,4819,,2,79572,653,48028,1976,3,1375,68913,9,3047,561,0,41364,16,6,22716,21,22071
0,camp_reels,2.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,7.0,0.0,47,78,34127,43560,2,14,11086,372,2,90953,5349,33965,2525,16,11485,,7,3640,478,2,30659,,6,18576,64,26263
0,camp_reels,3.0,,2.0,2.0,,,2.0,0.0,0.0,0.0,,3.0,1.0,1040,108,70438,79181,,11,2577,329,2,77912,337,25499,1914,18,14555,38775,,571,367,,22941,17,10,98275,36,41232
0,camp_reels,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,,0.0,0.0,1294,45,64779,27079,139,19,8049,147,1,74279,4880,73781,1651,,5008,6585,5,1537,593,2,97895,13,0,1108,22,55426
0,camp_reels,,7.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,5.0,1.0,473,,49161,54946,116,2,2516,164,2,18755,1529,39900,1181,2,4568,22164,,3973,2140,,91851,6,3,,0,92013
0,camp_reels,0.0,2.0,3.0,9.0,0.0,,,6.0,4.0,,4.0,2.0,2.0,265,,94510,39695,171,13,603,399,2,48303,3249,80192,2448,21,2398,77347,,,1883,2,86538,7,7,31842,12,35395
0,camp_reels,8.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,,4.0,,12.0,1.0,119,182,33892,28856,88,5,5265,106,2,40420,2653,20479,728,26,9799,58944,4,3294,1616,1,97923,7,1,78699,,76223
0,camp_reels,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,,0.0,6.0,515,192,79745,97033,127,15,3590,332,,53415,5346,7848,2226,0,8556,25002,3,5135,611,0,70493,10,10,48467,2,86378
0,camp_reels,2.0,4.0,0.0,11.0,,,0.0,0.0,,1.0,,7.0,2.0,526,9,66265,79184,248,19,11197,515,1,,1708,70965,2681,22,748,29709,9,1058,564,2,,11,6,17561,98,
0,camp_reels,6.0,,1.0,3.0,0.0,3.0,0.0,3.0,3.0,5.0,3.0,5.0,1.0,1275,563,31815,57193,11,23,5326,597,1,21621,3890,,3151,10,12263,94992,5,1914,,1,26166,9,11,99584,43,98309
0,camp_reels,4.0,,2.0,2.0,0.0,13.0,4.0,0.0,1.0,4.0,,0.0,0.0,,31,60748,7551,,23,4213,440,,77279,3814,96606,2030,15,4766,42433,9,,482,1,92305,17,14,2033,40,55075
0,camp_reels,1.0,1.0,4.0,3.0,7.0,2.0,,0.0,7.0,4.0,1.0,1.0,2.0,150,77,73556,6351,55,14,3299,314,1,,3265,93811,1646,1,9163,94195,7,581,1900,2,14232,13,8,,,53811
0,camp_reels,,4.0,6.0,1.0,0.0,0.0,4.0,0.0,5.0,2.0,0.0,1.0,0.0,1317,,61004,73710,72,12,1649,,0,11517,5544,79640,2492,15,10831,53100,,4716,778,0,67930,9,,61187,55,45746
0,camp_reels,,13.0,,1.0,0.0,0.0,17.0,7.0,,0.0,5.0,8.0,3.0,154,165,51019,59485,124,16,12379,104,1,37677,3821,10096,258,19,988,56458,4,3830,879,3,41850,16,9,57214,66,79113
0,camp_reels,0.0,0.0,5.0,,15.0,0.0,5.0,0.0,0.0,0.0,0.0,,4.0,1129,471,70574,49056,202,13,8704,77,1,71493,434,10481,112,17,14642,62008,5,4954,1439,3,24124,16,4,31480,,93643
0,camp_reels,,1.0,0.0,1.0,1.0,,,1.0,0.0,1.0,1.0,11.0,0.0,1162,226,46375,54684,,16,3836,513,2,16983,5597,93310,2857,17,,24160,0,4483,1227,0,51874,11,5,45836,86,57683
0,camp_reels,,3.0,4.0,1.0,5.0,,1.0,5.0,1.0,3.0,0.0,5.0,,754,549,24822,42921,205,11,6445,,0,71925,5616,5499,1840,14,5671,96460,8,3849,902,2,2427,2,7,87304,98,77337
0,camp_reels,0.0,12.0,0.0,,2.0,2.0,0.0,,3.0,1.0,2.0,0.0,0.0,0,311,25295,14356,157,12,3282,74,2,51198,5618,,1210,10,2965,24243,6,,595,1,59229,15,,30928,103,67403
0,camp_reels,1.0,,0.0,12.0,4.0,0.0,4.0,,0.0,,0.0,3.0,,1212,303,16617,94060,212,19,840,370,0,39586,3975,67920,1224,11,6020,95929,,1752,1444,3,52848,14,3,81793,23,41033
0,camp_reels,2.0,4.0,,1.0,3.0,,2.0,1.0,0.0,0.0,,0.0,1.0,598,110,94126,95664,207,14,2153,339,0,7500,668,63776,,14,62,,9,376,1588,2,16396,12,5,71298,27,53001
0,camp_reels,0.0,5.0,0.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,4.0,560,193,95392,25386,260,3,7114,278,1,54688,143,41741,1967,7,12653,92508,,3909,261,1,83176,0,9,87689,83,87257
0,camp_reels,6.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,,,3.0,458,,53989,29418,225,8,1336,548,2,,,78282,2246,10,,98567,7,4670,1217,3,58815,2,4,9969,78,65416
0,camp_reels,1.0,1.0,2.0,,7.0,8.0,0.0,2.0,0.0,6.0,9.0,2.0,4.0,641,5,44037,,99,9,9934,101,,16968,3563,63539,982,26,2463,,6,,1299,1,60388,8,13,,,68123
0,camp_reels,3.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,377,476,,,,16,6214,395,,38642,1179,,246,9,6501,14118,,1208,1263,3,,4,,31906,27,87862
0,camp_reels,,1.0,0.0,0.0,4.0,,5.0,4.0,0.0,4.0,,0.0,0.0,626,245,65422,97306,68,20,12010,170,0,46578,1514,94731,2749,,5943,80771,1,1200,1220,2,68847,17,1,27666,55,23685
